Name,ID,[Birth Place] Location Reference,Birth Place,[Birth Place] Geometry,Birth Geometry,[Death Place] Location Reference,Death Place,[Death Place] Geometry,Death Geometry
Edward Rishton,128969,Lancashire (GB),Lancashire,"{""type"": ""Point"", ""coordinates"": [-2.6, 53.8]}","-2.6, 53.8",Sainte-Menehould (FR),Sainte-Menehould,"{""type"": ""Point"", ""coordinates"": [4.9000001, 49.08332825]}","4.9000001, 49.08332825"
Aelred of Rievaulx,128965,,,,,,,,
John Ogilvie,128964,,,,,Glasgow (GB),Glasgow,"{""type"": ""Point"", ""coordinates"": [-4.25762987, 55.86515045]}","-4.25762987, 55.86515045"
Robert Haddock,128963,,,,,Staffordshire (GB),Staffordshire,"{""type"": ""Point"", ""coordinates"": [-2.03686, 52.8577]}","-2.03686, 52.8577"
John Roberts,128962,Trawsfynydd (GB),Trawsfynydd,"{""type"": ""Point"", ""coordinates"": [-3.92288995, 52.90211868]}","-3.92288995, 52.90211868",London (GB),London,"{""type"": ""Point"", ""coordinates"": [-0.12574001, 51.50852966]}","-0.12574001, 51.50852966"
Godescalchi Steuvechius,128958,,,,,,,,
M. G.R.,128939,,,,,,,,
Pope Innocentius III,128938,,,,,,,,
Jean Roussel,128833,,,,,,,,
Jean Redman,128798,,,,,,,,
Laurens Beyerlinck,128796,,,,,,,,
Jacob van Pamele,128781,Brugge (BE),Brugge,"{""type"": ""Point"", ""coordinates"": [3.2242400599999996, 51.20891953]}","3.2242400599999996, 51.20891953",Mons (BE),Mons,"{""type"": ""Point"", ""coordinates"": [3.95229006, 50.45412827]}","3.95229006, 50.45412827"
Jeanne Groul,128780,,,,,,,,
François Rosset,128771,,,,,,,,
I. D.H.,128769,,,,,,,,
Simon de Warlousé,128704,,,,,,,,
Andreas Hannoc,128188,,,,,,,,
Andreas Goudanus,128187,,,,,,,,
Petrus Wostinus,128186,,,,,,,,
Jean Le Prevost,127972,,,,,,,,
Théophile Raynaud,127842,,,,,,,,
Jenne Du Jardin,127762,,,,,,,,
Marie Caoult,127761,,,,,,,,
François Fournet,127152,,,,,,,,
Antonius Ghenart,127149,,,,,,,,
Baudouin Lalleman,127148,,,,,,,,
Joane Barkley,127114,,,,,,,,
Joannes Vives,126975,Valencia (ES),Valencia,"{""type"": ""Point"", ""coordinates"": [-0.37739, 39.46974945]}","-0.37739, 39.46974945",Brugge (BE),Brugge,"{""type"": ""Point"", ""coordinates"": [3.2242400599999996, 51.20891953]}","3.2242400599999996, 51.20891953"
Cornelius Valerius,126954,Utrecht (NL),Utrecht,"{""type"": ""Point"", ""coordinates"": [5.12222004, 52.09083176]}","5.12222004, 52.09083176",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Franciscus Titelmans,126951,Hasselt (BE),Hasselt,"{""type"": ""Point"", ""coordinates"": [5.33781004, 50.93106079]}","5.33781004, 50.93106079",Fiuggi (IT),Fiuggi,"{""type"": ""Point"", ""coordinates"": [13.22029972, 41.79861832]}","13.22029972, 41.79861832"
Joannes Stadius,126946,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Paris (FR),Paris,"{""type"": ""Point"", ""coordinates"": [2.34879994, 48.85340881]}","2.34879994, 48.85340881"
Jacobus Pontanus,126933,Hermalle-sous-Argenteau (BE),Hermalle-sous-Argenteau,"{""type"": ""Point"", ""coordinates"": [5.67753, 50.71231]}","5.67753, 50.71231",,,,
Franciscus Martin,126916,Gaillimh (IE),Gaillimh,"{""type"": ""Point"", ""coordinates"": [-9.04889011, 53.27193832]}","-9.04889011, 53.27193832",Brugge (BE),Brugge,"{""type"": ""Point"", ""coordinates"": [3.2242400599999996, 51.20891953]}","3.2242400599999996, 51.20891953"
Christianus Lupus,126912,Ieper (BE),Ieper,"{""type"": ""Point"", ""coordinates"": [2.88568997, 50.85113907]}","2.88568997, 50.85113907",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Justus Lipsius,126911,Overijse (BE),Overijse,"{""type"": ""Point"", ""coordinates"": [4.53460979, 50.77436066]}","4.53460979, 50.77436066",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Augustinus Hunnaeus,126896,Mechelen (BE),Mechelen,"{""type"": ""Point"", ""coordinates"": [4.47762012, 51.02574158]}","4.47762012, 51.02574158",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Johannes Hessels,126893,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Gabriel Le Gay,126870,,,,,,,,
Nicolaus Biesius,126836,Gent (BE),Gent,"{""type"": ""Point"", ""coordinates"": [3.7166700400000003, 51.04999924]}","3.7166700400000003, 51.04999924",Vienna (AT),Vienna,"{""type"": ""Point"", ""coordinates"": [16.37207985, 48.20848846]}","16.37207985, 48.20848846"
Michael Baius,126834,Ath (BE),Ath,"{""type"": ""Point"", ""coordinates"": [3.7780098900000003, 50.62937164]}","3.7780098900000003, 50.62937164",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Anne Marie de Melun d'Espinoy,126808,,,,,,,,
Jean Mombaer,126782,,,,,,,,
Pierart Foillan,126766,,,,,,,,
Adrien le Febvre,126650,,,,,,,,
Jean Ouwerx,126646,,,,,,,,
Remigius Dansaert,126430,,,,,,,,
Antonius Grenart,126426,,,,,,,,
Mathias Le Maire,126423,,,,,,,,
Simon Manteanus,126402,,,,,,,,
Victor de Gouy,126395,,,,,,,,
Antoine Blondel,126393,Tournai (BE),Tournai,"{""type"": ""Point"", ""coordinates"": [3.3893199, 50.60715103]}","3.3893199, 50.60715103",,,,
Arnould Le Massy,126392,,,,,,,,
Clement Du Levant,126388,,,,,,,,
Florent Du Mont,126387,,,,,,,,
Jehenne Remy,126386,,,,,,,,
Nicolas des Enfans,126381,,,,,,,,
Charles Raghet,126380,,,,,,,,
Antoine d'Assignies,126378,,,,,,,,
P. Ionnart,126348,,,,,,,,
Marguerite d'Oignies,126297,,,,,,,,
Jacques de Billy,126248,,,,,,,,
Marie Andrieu,126246,,,,,,,,
Luis Sidereo,126244,,,,,,,,
Guillaume Wion,126228,,,,,,,,
Thomas de Vauchelles,126227,,,,,,,,
Julien de Berti,126226,,,,,,,,
Nicolas de Lys,126225,,,,,,,,
Gilles de Respin,126224,,,,,,,,
Gilles Le Duc,126221,,,,,,,,
Charles Dydier,126202,,,,,,,,
Paul de Becourt,126193,,,,,,,,
Michel de Raismes,126160,,,,,,,,
Guillaume Sucquet,126143,,,,,,,,
Jean Le Febvre,126116,,,,,,,,
Guillain Cliquet,126115,,,,,,,,
Jean Cliquet,126114,,,,,,,,
Joannes Cuick,126113,,,,,,,,
Jacques Du Crocquet,126112,,,,,,,,
Nicolas de Bonmarche,126109,,,,,,,,
Judocus Heylens,126108,,,,,,,,
Robertus Ponchelius,126073,,,,,,,,
H. du Mortier,126072,,,,,,,,
Balthasar Seulin,126071,,,,,,,,
Jean-Baptiste Gramaye,125560,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Lübeck (DE),Lübeck,"{""type"": ""Point"", ""coordinates"": [10.68729019, 53.868930819999996]}","10.68729019, 53.868930819999996"
Jean Du Couvent,125484,,,,,,,,
Jean Naveau,125483,,,,,,,,
Jean-Charles de Henricour,125482,,,,,,,,
Michel Naveau,125481,,,,,,,,
Nicolas Chamart,125200,,,,,,,,
Érasme Chokier,125095,Liège (BE),Liège,"{""type"": ""Point"", ""coordinates"": [5.5674901, 50.63373184]}","5.5674901, 50.63373184",Liège (BE),Liège,"{""type"": ""Point"", ""coordinates"": [5.5674901, 50.63373184]}","5.5674901, 50.63373184"
Antonino Diana,125087,Palermo (IT),Palermo,"{""type"": ""Point"", ""coordinates"": [13.35976028, 38.11582184]}","13.35976028, 38.11582184",Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
Jean Roberti,125079,,,,,,,,
Philippe François,125068,,,,,,,,
Antoine Martin,125030,,,,,,,,
Petrus Carpin,125028,,,,,,,,
Jean de La Mote,125020,,,,,,,,
Jean de Froidmont,125012,,,,,,,,
Charles Faure,124999,,,,,,,,
Jean de Bovila,124996,,,,,,,,
Louis Muñoz,124995,,,,,,,,
Ildefonsus de San Victores,124993,,,,,,,,
Robert Bagshaw,124992,Derbyshire (GB),Derbyshire,"{""type"": ""Point"", ""coordinates"": [-1.6, 53.13333333]}","-1.6, 53.13333333",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Alexandre Pocquelin,124991,,,,,,,,
Pierre Robert,124990,,,,,,,,
Henri Merny,124986,,,,,,,,
Jean de Bournonville,124985,Noyon (FR),Noyon,"{""type"": ""Point"", ""coordinates"": [3.0, 49.58332825000001]}","3.0, 49.58332825000001",Paris (FR),Paris,"{""type"": ""Point"", ""coordinates"": [2.34879994, 48.85340881]}","2.34879994, 48.85340881"
Philippe de Berlaymont,124984,,,,,,,,
Cornelis de Zomer,124983,,,,,,,,
Antoine Cordier,124982,,,,,,,,
Adrien du Flos,124981,,,,,,,,
Jacques de Sars,124980,,,,,,,,
N. Anceau,124979,,,,,,,,
Guillaume Blondel,124977,,,,,,,,
Antoine Carpentier,124967,,,,,,,,
Jean Hibon,124961,,,,,,,,
Franciscus Aguilar,124958,,,,,,,,
Antoine de Wal,124956,,,,,,,,
Philippe Le Roulx,124955,,,,,,,,
Nicolaus Cusanus,124954,,,,,,,,
Marco Aurelio Grattarola,124952,,,,,,,,
Hiëronymus Wierix,124948,,,,,,,,
F.H. de Hyve,124947,,,,,,,,
Gabriel Du Preau,124946,,,,,,,,
Guillaume Desmas,124945,,,,,,,,
Antoine de Bassecourt,124944,,,,,,,,
Andreas Creusen,124943,Maastricht (NL),Maastricht,"{""type"": ""Point"", ""coordinates"": [5.68888998, 50.84833145000001]}","5.68888998, 50.84833145000001",Brussel (),Brussel,,
Jean du Valon,124942,,,,,,,,
Charles Baltin,124938,,,,,,,,
Jean Hanart,124937,,,,,,,,
Nicolas du Sault,124935,,,,,,,,
Guillaume Deschamps,124934,,,,,,,,
Frédéric Leonard,124933,,,,,,,,
Jean Tumerel,124932,,,,,,,,
Madeleine de Bassecourt,124931,,,,,,,,
Michel Seneschall,124927,Bapaume (FR),Bapaume,"{""type"": ""Point"", ""coordinates"": [2.84965992, 50.10379028]}","2.84965992, 50.10379028",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Jacques Riddere,124926,,,,,,,,
François Pothron,124925,,,,,,,,
Étienne Molinier,124924,,,,,,,,
Jean de Lieres,124922,,,,,,,,
Jean Jacques Courvoisier,124920,,,,,,,,
Jean-Marie Thomasius,124919,,,,,,,,
Christian De Wulf,124918,Ieper (BE),Ieper,"{""type"": ""Point"", ""coordinates"": [2.88568997, 50.85113907]}","2.88568997, 50.85113907",,,,
I. de Le Maire,124917,,,,,,,,
Clement Prus,124916,,,,,,,,
François de Lieres,124915,,,,,,,,
Henry Heath,124914,Peterborough (GB),Peterborough,"{""type"": ""Point"", ""coordinates"": [-0.24777, 52.57363892]}","-0.24777, 52.57363892",,,,
François de La Diennee,124886,,,,,,,,
François Maugre,124884,,,,,,,,
Augustin Le Scellier,124878,,,,,,,,
François Vermeil,124877,,,,,,,,
Nicolas Troostenberg,124876,,,,,,,,
Jeanne Marie de Bon-Marché,124874,,,,,,,,
Ferdinand de Quesada,124873,,,,,,,,
Pierre Fiefvet,124872,,,,,,,,
François de Calonne,124871,,,,,,,,
Dominique Bailet,124870,,,,,,,,
Paul Meurisse,124869,,,,,,,,
Séraphin Poschet,124868,,,,,,,,
Antoine Grimbert,124867,,,,,,,,
Jean Carton,124866,,,,,,,,
Loup de Ferrières,124865,,,,,,,,
Georges Galopin,124864,Mons (BE),Mons,"{""type"": ""Point"", ""coordinates"": [3.95229006, 50.45412827]}","3.95229006, 50.45412827",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Philippe François de Croy,124863,,,,,,,,
Jacques Albert Roose,124862,,,,,,,,
Jacques de Laporte,124861,,,,,,,,
Gaspar de la Figuera,124860,,,,,,,,
François Mainfroy,124859,,,,,,,,
Hendrik Van Caelen,124858,Beringen (BE),Beringen,"{""type"": ""Point"", ""coordinates"": [5.22605991, 51.04954147]}","5.22605991, 51.04954147",,,,
Hyacinthe Boussemar,124857,,,,,,,,
Jean Antoine Van Papenbroeck,124856,,,,,,,,
Juan Bautista de Lezana,124855,,,,,,,,
Juan de Santa Maria,124854,,,,,,,,
André Willart,124845,,,,,,,,
Giovanni Battista Manni,124844,,,,,,,,
Jeanne de Coupigny,124842,,,,,,,,
Jacques de La Porte,124841,,,,,,,,
Ildefonse Goetgheber,124840,,,,,,,,
Jean d'Espières,124839,,,,,,,,
Martin Deschamps,124838,,,,,,,,
Giuseppe Agostino,124837,Palermo (IT),Palermo,"{""type"": ""Point"", ""coordinates"": [13.35976028, 38.11582184]}","13.35976028, 38.11582184",Palermo (IT),Palermo,"{""type"": ""Point"", ""coordinates"": [13.35976028, 38.11582184]}","13.35976028, 38.11582184"
G. du Bois,124836,,,,,,,,
Leonard de Ligny,124835,,,,,,,,
Augustin Felleries,124834,,,,,,,,
Claude Desmas,124833,,,,,,,,
Bernard Robastre,124832,,,,,,,,
Mathias Le Mosnier,124831,,,,,,,,
Max Pezin,124830,,,,,,,,
Juan Eusebio Nieremberg,124829,,,,,,,,
Philippe Mollet,124827,,,,,,,,
François Vaxius,124826,,,,,,,,
Jacques Briffaut,124825,,,,,,,,
Augustin Crulay,124824,,,,,,,,
Jakob Bidermann,124823,,,,,,,,
Ambroise d'Arthois,124822,,,,,,,,
Ignatius Stafford,124820,,,,,Lisbon (PT),Lisbon,"{""type"": ""Point"", ""coordinates"": [-9.13333035, 38.71667099]}","-9.13333035, 38.71667099"
Jacques Pierin,124819,,,,,,,,
Michel Hoyer,124818,Hesdin (FR),Hesdin,"{""type"": ""Point"", ""coordinates"": [2.0381999, 50.37350082]}","2.0381999, 50.37350082",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Éverard Hock,124817,,,,,,,,
John Duns Scotus,124816,,,,,,,,
Françoise Marie de Horosco,124815,,,,,,,,
Vincenzo Caraffa,124814,Napoli (IT),Napoli,"{""type"": ""Point"", ""coordinates"": [14.25, 40.83332825]}","14.25, 40.83332825",Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
Francesco Amici,124812,Cosenza (IT),Cosenza,"{""type"": ""Point"", ""coordinates"": [16.25019073, 39.30998993]}","16.25019073, 39.30998993",Graz (AT),Graz,"{""type"": ""Point"", ""coordinates"": [15.44999981, 47.06666946]}","15.44999981, 47.06666946"
Pierre De Waghenare,124811,Nieuwpoort (BE),Nieuwpoort,"{""type"": ""Point"", ""coordinates"": [2.75133991, 51.130081180000005]}","2.75133991, 51.130081180000005",Veurne (BE),Veurne,"{""type"": ""Point"", ""coordinates"": [2.66237998, 51.072311400000004]}","2.66237998, 51.072311400000004"
Cassiodore d'Oultreman,124810,,,,,,,,
Gérard Brugman,124809,,,,,,,,
Grégoire Rasseneur,124808,,,,,,,,
Jean-Baptiste de Saint-Jure,124807,Metz (FR),Metz,"{""type"": ""Point"", ""coordinates"": [6.172689909999999, 49.119110109999994]}","6.172689909999999, 49.119110109999994",Paris (FR),Paris,"{""type"": ""Point"", ""coordinates"": [2.34879994, 48.85340881]}","2.34879994, 48.85340881"
Antoine de Munde,124805,,,,,,,,
Catherine Trigault,124803,,,,,Flines-lez-Raches (FR),Flines-lez-Raches,"{""type"": ""Point"", ""coordinates"": [3.1833300600000003, 50.41667174999999]}","3.1833300600000003, 50.41667174999999"
Jean Darde,124802,,,,,,,,
Antoine Doré,124801,,,,,,,,
Nicolas da Costa,124800,,,,,,,,
Bartolomé Carranza de Miranda,124799,,,,,Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
Jean Prus,124798,,,,,,,,
Georg Stengel,124796,,,,,,,,
Marcello Mastrilli,124795,,,,,,,,
Antonius III Wierix,124794,,,,,,,,
Charles Collaert,124793,,,,,,,,
Josse Andries,124792,,,,,,,,
Paul de Gomiecourt,124776,Maastricht (NL),Maastricht,"{""type"": ""Point"", ""coordinates"": [5.68888998, 50.84833145000001]}","5.68888998, 50.84833145000001",Veurne (BE),Veurne,"{""type"": ""Point"", ""coordinates"": [2.66237998, 51.072311400000004]}","2.66237998, 51.072311400000004"
Étienne Dancquigny,124775,,,,,,,,
Jordan Selleslaes,124774,,,,,,,,
Martin Lhermite,124773,Armentières (FR),Armentières,"{""type"": ""Point"", ""coordinates"": [2.88213992, 50.68568039]}","2.88213992, 50.68568039",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Eloi Facon,124772,La Bassée (FR),La Bassée,"{""type"": ""Point"", ""coordinates"": [2.80620003, 50.53424072]}","2.80620003, 50.53424072",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Lawrence Reyner,124769,,,,,,,,
Arthur Pitts,124768,Oxford (GB),Oxford,"{""type"": ""Point"", ""coordinates"": [-1.25595999, 51.75222015000001]}","-1.25595999, 51.75222015000001",Oxford (GB),Oxford,"{""type"": ""Point"", ""coordinates"": [-1.25595999, 51.75222015000001]}","-1.25595999, 51.75222015000001"
Simon de Hinsberghe,124767,,,,,,,,
André de Tournai,124766,,,,,,,,
Josse de Mares,124765,,,,,,,,
Nicolas Turlot,124743,Beaumont (BE),Beaumont,"{""type"": ""Point"", ""coordinates"": [4.2392602, 50.23699188]}","4.2392602, 50.23699188",Namur (BE),Namur,"{""type"": ""Point"", ""coordinates"": [4.86745977, 50.466899870000006]}","4.86745977, 50.466899870000006"
Gerard de Rym,124742,,,,,,,,
Barthélemy de Puille,124741,,,,,,,,
Philippe Petit,124740,,,,,,,,
Jean d'Arnem,124738,,,,,,,,
Louis Le Merchier,124737,,,,,,,,
Louis Alexandre de Latre,124736,,,,,,,,
Cristóvaõ Ferreira,124734,,,,,,,,
Denis Bloemart,124731,,,,,,,,
Guillaume Zylof,124730,,,,,,,,
François Vanderreycken,124729,,,,,,,,
Jan Van Blitterswijck,124727,Brussel (),Brussel,,,Brussel (),Brussel,,
Jean Thellier,124726,,,,,,,,
Basilio Ponce de León,124724,,,,,,,,
Pierre d'Ailly,124723,,,,,,,,
Jean Jacobs,124721,,,,,,,,
Elias de Cortona,124719,,,,,,,,
Philippe Hannotel,124718,Hesdin (FR),Hesdin,"{""type"": ""Point"", ""coordinates"": [2.0381999, 50.37350082]}","2.0381999, 50.37350082",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Marguerite Despierres,124717,,,,,,,,
J.B. Perancken,124709,,,,,,,,
Georgius L. Erdödy de Monyorokerèk,124707,,,,,,,,
Paul Laymann,124706,Innsbruck (AT),Innsbruck,"{""type"": ""Point"", ""coordinates"": [11.39453983, 47.26266098000001]}","11.39453983, 47.26266098000001",,,,
Crisóstomo Enriquez,124705,,,,,,,,
Servais Sacré,124703,,,,,,,,
William White,124701,,,,,,,,
Louis Bauldry,124699,,,,,,,,
Francisco de Araujo,124698,Ourense (ES),Ourense,"{""type"": ""Point"", ""coordinates"": [-7.8499999, 42.33332825]}","-7.8499999, 42.33332825",Madrid (ES),Madrid,"{""type"": ""Point"", ""coordinates"": [-3.7025599500000004, 40.41650009]}","-3.7025599500000004, 40.41650009"
P. Boutin,124697,,,,,,,,
Louis de Croy,124696,,,,,,,,
Jean de Noyelles,124695,,,,,,,,
Guillaume Jennyns,124694,,,,,,,,
Jean Jennyns,124693,,,,,,,,
Cyprien Du Flos,124692,,,,,,,,
Jean Desperies,124691,,,,,,,,
Claude de Croy,124690,,,,,,,,
Valentin Randour,124689,Hensies (BE),Hensies,"{""type"": ""Point"", ""coordinates"": [3.68410993, 50.43262863000001]}","3.68410993, 50.43262863000001",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Nicolas de Regnaulcourt,124688,,,,,,,,
Raphael de Beauchamps,124687,,,,,,,,
Andreas Silvius,124686,,,,,,,,
Petrus de Wallius,124683,,,,,,,,
Jean Vasseur,124682,,,,,,,,
Miko?aj Opacki,124680,,,,,,,,
Louis-Bertrand Loth,124677,Saint-Omer (FR),Saint-Omer,"{""type"": ""Point"", ""coordinates"": [2.25, 50.75]}","2.25, 50.75",Saint-Omer (FR),Saint-Omer,"{""type"": ""Point"", ""coordinates"": [2.25, 50.75]}","2.25, 50.75"
Juan de la Cruz,124676,,,,,,,,
Pierre Crespet,124674,,,,,,,,
Jean de Vaucelle,124673,,,,,,,,
Pierre de Bouglers,124672,,,,,,,,
Martino Bonacina,124670,,,,,Vienna (AT),Vienna,"{""type"": ""Point"", ""coordinates"": [16.37207985, 48.20848846]}","16.37207985, 48.20848846"
Vast Bize,124669,,,,,,,,
Georges Fournier d'Hautmont,124668,,,,,,,,
Pierre Telu,124667,,,,,,,,
Hubert d'Assonleville,124666,Mons (BE),Mons,"{""type"": ""Point"", ""coordinates"": [3.95229006, 50.45412827]}","3.95229006, 50.45412827",,,,
Pierre Bredemet,124665,,,,,,,,
André de la Motte,124664,,,,,,,,
Nicolas Kakan,124663,,,,,,,,
Toussaint Desluze,124662,,,,,,,,
Pierre Pourcelet,124661,,,,,,,,
François De Jonghe,124660,,,,,,,,
François Poiré,124659,Besançon (FR),Besançon,"{""type"": ""Point"", ""coordinates"": [6.01814985, 47.2487793]}","6.01814985, 47.2487793",Dole (FR),Dole,"{""type"": ""Point"", ""coordinates"": [5.5, 47.09999847]}","5.5, 47.09999847"
Alfonso de Orozco,124658,,,,,,,,
Antoine Goffar,124657,,,,,,,,
Christophe Outers,124656,,,,,,,,
Jean Baudouin,124655,Die (FR),Die,"{""type"": ""Point"", ""coordinates"": [5.36667013, 44.75]}","5.36667013, 44.75",,,,
George Chamberlain,124654,Gent (BE),Gent,"{""type"": ""Point"", ""coordinates"": [3.7166700400000003, 51.04999924]}","3.7166700400000003, 51.04999924",Ieper (BE),Ieper,"{""type"": ""Point"", ""coordinates"": [2.88568997, 50.85113907]}","2.88568997, 50.85113907"
Baudouin de Broide,124652,,,,,,,,
Jacques Pollet,124651,,,,,,,,
Miko?aj Opacki,124650,,,,,,,,
Henri Champlon,124648,,,,,,,,
Raymond de Ladesou,124647,,,,,,,,
Boudewijn de Jonge,124645,Dordrecht (NL),Dordrecht,"{""type"": ""Point"", ""coordinates"": [4.67361021, 51.81000137]}","4.67361021, 51.81000137",Brussel (),Brussel,,
Hendrik Canisius,124644,,,,,Ingolstadt (DE),Ingolstadt,"{""type"": ""Point"", ""coordinates"": [11.42372036, 48.76507949999999]}","11.42372036, 48.76507949999999"
William Fitch,124643,Saffron Walden (GB),Saffron Walden,"{""type"": ""Point"", ""coordinates"": [0.24234, 52.02336884]}","0.24234, 52.02336884",Paris (FR),Paris,"{""type"": ""Point"", ""coordinates"": [2.34879994, 48.85340881]}","2.34879994, 48.85340881"
Simon Nepveu,124642,,,,,,,,
F. Bernard,124641,,,,,,,,
Jean Bauwet,124604,,,,,,,,
Damien Van Huffel,124603,,,,,,,,
Michel Vander Gheylen,124602,,,,,,,,
Thomas Torquatus,124601,,,,,,,,
Alessandro Peretti di Montalto,124600,,,,,,,,
Maurus Anglus,124599,,,,,,,,
Paul Savreux,124598,,,,,,,,
Jean Faveau,124597,,,,,,,,
Pedro Rodrigues,124596,,,,,,,,
Antoine Pacot,124595,,,,,Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
Jean Reynaerdt,124561,,,,,,,,
Adrien Pelet,124560,,,,,,,,
Jean Lermiseau,124558,,,,,,,,
Laurentius Leppens,124548,,,,,,,,
Joachim Le Cocq,124531,,,,,,,,
François Hurpianus,124528,,,,,,,,
Thomas de Houdain,124527,,,,,,,,
Cornelis ab Hondeghem,124526,,,,,,,,
Jacques Hanotel,124524,,,,,,,,
Robert Garson,124522,,,,,,,,
Gérard de Frachet,124518,,,,,Limoges (FR),Limoges,"{""type"": ""Point"", ""coordinates"": [1.25779998, 45.83153152]}","1.25779998, 45.83153152"
Antoine de Fameroelles,124517,,,,,,,,
Pierre du Jardin,124516,,,,,,,,
Jacques Dorcoz,124515,,,,,,,,
Jacques de Bers,124514,,,,,,,,
Baudouin Crouta,124513,,,,,,,,
Arnold Crespu,124512,,,,,,,,
Guillaume Du Tranoy,124511,,,,,,,,
Noël de Gosée,124510,,,,,,,,
Ghislain Bouverye,124509,,,,,,,,
Bonaventure Capelier,124508,,,,,,,,
Jean Houdan,124507,,,,,,,,
André Pillot,124506,,,,,,,,
Florentius Christianus,124505,,,,,,,,
André Couvreur,124504,,,,,,,,
Philippe Corbault,124502,,,,,,,,
Michel Carpentier,124501,,,,,,,,
Jacques Caron,124500,,,,,,,,
Jacques Canisius,124499,,,,,,,,
Antoine Brimbert,124498,,,,,,,,
Jacques de Bery,124497,,,,,,,,
Pierre Micault,124496,,,,,,,,
Charles Bernard,124495,,,,,,,,
Guillaume Beert,124494,,,,,,,,
Henri Van Sterteghem,124488,,,,,,,,
Martin Van Neste,124487,,,,,,,,
Antoine Gambier,124486,,,,,,,,
Joannes Sasboldus Vander Vliet,124485,,,,,,,,
Leo Vander Meer,124484,,,,,,,,
Jacques Vanden Heede,124483,,,,,,,,
Cornelis Van Berckelaer,124482,,,,,,,,
André a Turri,124481,,,,,,,,
Pierre Thumerelle,124480,,,,,,,,
Antonius Stratius,124479,,,,,,,,
Jacques Sale,124478,,,,,,,,
Thomas Planchon,124477,,,,,,,,
Gerard Mead,124476,,,,,,,,
Georges Le Doulx,124464,,,,,,,,
Thomas de La Ruelle,124463,,,,,,,,
Paschase Gheux,124461,,,,,,,,
Jean Gelee,124460,,,,,,,,
Antoine Garin,124459,,,,,,,,
Andreas Diether,124456,,,,,,,,
Ogier Descamps,124455,,,,,,,,
Baudoin Deroubaix,124454,,,,,,,,
Jacques Dartevelle,124453,,,,,,,,
Hippolyte Curle,124452,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Antonio Perez,124450,Don Álvaro (ES),Don Álvaro,"{""type"": ""Point"", ""coordinates"": [-6.27475023, 38.84838104]}","-6.27475023, 38.84838104",,,,
Juan Alonso Curiel,124449,,,,,,,,
Jean de Courchelles,124448,,,,,,,,
Guillaume Bertoul,124445,,,,,,,,
